,customer,inactive_days,number_of_orders,total_payment,cluster_r,cluster_f,cluster_m,rfm_segment,segment_index
563,C10504,457,1,63.82,1,1,1,111,D
564,C10505,457,1,102.03,1,1,1,111,D
565,C10506,457,1,219.63,1,1,1,111,D
566,C10507,457,1,102.03,1,1,1,111,D
567,C10508,457,2,350.22,1,2,2,122,D
568,C10509,457,1,102.74000000000001,1,1,1,111,D
569,C1051,573,1,91.85000000000001,1,1,1,111,D
570,C10510,457,1,62.76,1,1,1,111,D
571,C10511,457,1,81.89,1,1,1,111,D
572,C10512,457,2,150.58999999999997,1,2,1,121,D
573,C10513,457,1,207.09,1,1,1,111,D
574,C10514,457,1,56.800000000000004,1,1,1,111,D
575,C10515,457,1,111.66,1,1,1,111,D
576,C10516,457,1,110.52000000000001,1,1,1,111,D
577,C10517,457,1,62.89,1,1,1,111,D
578,C10518,457,1,237.78,1,1,1,111,D
579,C10519,457,1,117.16,1,1,1,111,D
580,C1052,573,1,124.84,1,1,1,111,D
581,C10520,457,1,48.68,1,1,1,111,D
582,C10521,457,1,89.17,1,1,1,111,D
583,C10522,457,1,740.76,1,1,2,112,D
584,C10523,457,1,296.27,1,1,1,111,D
585,C10524,457,1,48.0,1,1,1,111,D
586,C10525,457,1,38.94,1,1,1,111,D
587,C10526,457,1,146.02,1,1,1,111,D
588,C10527,457,2,72.45,1,2,1,121,D
589,C10528,457,1,356.12,1,1,2,112,D
590,C10529,457,1,68.62,1,1,1,111,D
591,C1053,573,1,56.18,1,1,1,111,D
592,C10530,456,1,27.0,1,1,1,111,D
593,C10531,456,1,98.62,1,1,1,111,D
594,C10532,456,1,145.59,1,1,1,111,D
595,C10533,456,1,108.76,1,1,1,111,D
596,C10534,456,1,174.48,1,1,1,111,D
597,C10535,456,1,153.9,1,1,1,111,D
598,C10536,456,1,106.02000000000001,1,1,1,111,D
599,C10537,456,2,135.84,1,2,1,121,D
600,C10538,456,1,75.07,1,1,1,111,D
601,C10539,448,2,86.25,1,2,1,121,D
602,C1054,573,1,66.47,1,1,1,111,D
603,C10540,456,2,320.78999999999996,1,2,2,122,D
604,C10541,456,1,44.379999999999995,1,1,1,111,D
605,C10542,456,1,109.86,1,1,1,111,D
606,C10543,456,1,35.089999999999996,1,1,1,111,D
607,C10544,456,1,38.71,1,1,1,111,D
608,C10545,456,1,35.089999999999996,1,1,1,111,D
609,C10546,456,1,103.91,1,1,1,111,D
610,C10547,456,1,138.22,1,1,1,111,D
611,C10548,456,1,34.089999999999996,1,1,1,111,D
612,C10549,456,1,292.28,1,1,1,111,D
613,C1055,573,1,27.490000000000002,1,1,1,111,D
614,C10550,456,1,21.76,1,1,1,111,D
615,C10551,456,1,121.5,1,1,1,111,D
616,C10552,456,1,185.94,1,1,1,111,D
617,C10553,456,1,127.00999999999999,1,1,1,111,D
618,C10554,456,1,105.28,1,1,1,111,D
619,C10555,124,2,147.8,3,2,1,321,C
620,C10556,456,1,218.95,1,1,1,111,D
621,C10557,456,1,79.56,1,1,1,111,D
622,C10558,456,2,103.51999999999998,1,2,1,121,D
623,C10559,456,1,27.09,1,1,1,111,D
624,C1056,573,1,184.4,1,1,1,111,D
625,C10560,456,1,417.5,1,1,2,112,D
626,C10561,456,1,103.37,1,1,1,111,D
627,C10562,456,1,51.09,1,1,1,111,D
628,C10563,456,1,127.44,1,1,1,111,D
629,C10564,456,1,64.78999999999999,1,1,1,111,D
630,C10565,380,3,278.72,1,3,1,131,D
631,C10566,456,1,154.73,1,1,1,111,D
632,C10567,456,1,119.68,1,1,1,111,D
633,C10568,456,1,25.71,1,1,1,111,D
634,C10569,456,1,75.5,1,1,1,111,D
635,C1057,573,1,307.86,1,1,2,112,D
636,C10570,456,1,23.84,1,1,1,111,D
637,C10571,456,1,27.09,1,1,1,111,D
638,C10572,456,1,52.730000000000004,1,1,1,111,D
639,C10573,456,1,113.34,1,1,1,111,D
640,C10574,456,1,40.75,1,1,1,111,D
641,C10575,456,1,285.54,1,1,1,111,D
642,C10576,456,1,136.98000000000002,1,1,1,111,D
643,C10577,456,1,84.14,1,1,1,111,D
644,C10578,456,1,61.75,1,1,1,111,D
645,C10579,456,1,41.17,1,1,1,111,D
646,C1058,573,1,370.28999999999996,1,1,2,112,D
647,C10580,456,1,369.59999999999997,1,1,2,112,D
648,C10581,456,1,159.46,1,1,1,111,D
649,C10582,456,1,135.5,1,1,1,111,D
650,C10583,456,1,61.58,1,1,1,111,D
651,C10584,456,1,77.57,1,1,1,111,D
652,C10585,456,1,423.59000000000003,1,1,2,112,D
653,C10586,456,1,141.51,1,1,1,111,D
654,C10587,456,2,76.0,1,2,1,121,D
655,C10588,456,1,475.97,1,1,2,112,D
656,C10589,456,1,52.5,1,1,1,111,D
657,C1059,573,1,70.92999999999999,1,1,1,111,D
658,C10590,456,1,139.07,1,1,1,111,D
659,C10591,456,1,37.73,1,1,1,111,D
660,C10592,456,1,78.37,1,1,1,111,D
661,C10593,456,1,141.92,1,1,1,111,D
662,C10594,456,1,79.71000000000001,1,1,1,111,D
663,C10595,456,1,155.26,1,1,1,111,D
664,C10596,456,1,308.38,1,1,2,112,D
665,C10597,456,1,81.89,1,1,1,111,D
666,C10598,456,1,168.20000000000002,1,1,1,111,D
667,C10599,456,1,105.28,1,1,1,111,D
668,C106,692,1,671.31,1,1,2,112,D
669,C1060,573,1,176.4,1,1,1,111,D
670,C10600,456,1,181.68,1,1,1,111,D
671,C10601,456,1,1250.42,1,1,3,113,D
672,C10602,456,1,31.839999999999996,1,1,1,111,D
673,C10603,456,1,102.03,1,1,1,111,D
674,C10604,456,1,144.26,1,1,1,111,D
675,C10605,456,1,111.18,1,1,1,111,D
676,C10606,456,1,86.72999999999999,1,1,1,111,D
677,C10607,456,1,52.18,1,1,1,111,D
678,C10608,456,1,40.0,1,1,1,111,D
679,C10609,456,1,61.050000000000004,1,1,1,111,D
680,C1061,573,1,67.13,1,1,1,111,D
681,C10610,456,1,168.45999999999998,1,1,1,111,D
682,C10611,456,1,580.0699999999999,1,1,2,112,D
683,C10612,456,1,67.82,1,1,1,111,D
684,C10613,456,1,66.63,1,1,1,111,D
685,C10614,456,1,74.84,1,1,1,111,D
686,C10615,456,1,65.24,1,1,1,111,D
687,C10616,456,1,1504.61,1,1,3,113,D
688,C10617,456,1,160.21,1,1,1,111,D
689,C10618,456,1,131.16,1,1,1,111,D
690,C10619,292,3,352.35,2,3,2,232,B
691,C1062,573,1,38.42,1,1,1,111,D
692,C10620,456,1,37.489999999999995,1,1,1,111,D
693,C10621,456,1,126.19,1,1,1,111,D
694,C10622,456,1,76.94,1,1,1,111,D
695,C10623,456,1,164.24,1,1,1,111,D
696,C10624,456,1,96.9,1,1,1,111,D
697,C10625,456,1,117.16,1,1,1,111,D
698,C10626,456,1,86.25,1,1,1,111,D
699,C10627,456,1,74.05,1,1,1,111,D
700,C10628,456,1,145.65,1,1,1,111,D
701,C10629,252,2,160.19,2,2,1,221,D
702,C1063,573,1,232.0,1,1,1,111,D
703,C10630,350,3,1247.13,2,3,3,233,B
704,C10631,456,1,64.1,1,1,1,111,D
705,C10632,456,1,117.85000000000001,1,1,1,111,D
706,C10633,456,1,1076.45,1,1,2,112,D
707,C10634,456,1,87.72999999999999,1,1,1,111,D
708,C10635,456,1,84.49,1,1,1,111,D
709,C10636,456,1,63.129999999999995,1,1,1,111,D
710,C10637,456,1,76.57,1,1,1,111,D
711,C10638,456,1,86.72999999999999,1,1,1,111,D
712,C10639,456,1,86.61000000000001,1,1,1,111,D
713,C1064,573,1,361.5,1,1,2,112,D
714,C10640,456,1,379.84,1,1,2,112,D
715,C10641,455,1,60.17,1,1,1,111,D
716,C10642,455,1,104.37,1,1,1,111,D
717,C10643,455,1,27.77,1,1,1,111,D
718,C10644,455,1,41.78,1,1,1,111,D
719,C10645,455,1,93.68,1,1,1,111,D
720,C10646,455,1,105.77000000000001,1,1,1,111,D
721,C10647,455,1,62.0,1,1,1,111,D
722,C10648,455,1,80.2,1,1,1,111,D
723,C10649,455,1,144.66,1,1,1,111,D
724,C1065,573,1,69.54,1,1,1,111,D
725,C10650,455,1,170.29,1,1,1,111,D
726,C10651,455,1,224.95,1,1,1,111,D
727,C10652,455,1,96.10000000000001,1,1,1,111,D
728,C10653,455,2,97.2,1,2,1,121,D
729,C10654,455,1,97.78,1,1,1,111,D
730,C10655,455,1,104.56,1,1,1,111,D
731,C10656,455,1,207.08,1,1,1,111,D
732,C10657,455,1,140.02,1,1,1,111,D
733,C10658,455,1,102.82,1,1,1,111,D
734,C10659,455,1,191.75,1,1,1,111,D
735,C1066,573,1,110.98,1,1,1,111,D
736,C10660,455,1,116.36000000000001,1,1,1,111,D
737,C10661,455,1,113.08,1,1,1,111,D
738,C10662,415,2,204.36,1,2,1,121,D
739,C10663,455,1,211.12,1,1,1,111,D
740,C10664,455,1,119.68,1,1,1,111,D
741,C10665,455,1,121.5,1,1,1,111,D
742,C10666,455,1,1058.1,1,1,2,112,D
743,C10667,455,1,158.62,1,1,1,111,D
744,C10668,455,1,66.00999999999999,1,1,1,111,D
745,C10669,455,1,92.19,1,1,1,111,D
746,C1067,573,1,213.25,1,1,1,111,D
747,C10670,455,1,149.39999999999998,1,1,1,111,D
748,C10671,455,1,31.1,1,1,1,111,D
749,C10672,455,1,66.1,1,1,1,111,D
750,C10673,455,1,94.22,1,1,1,111,D
751,C10674,455,1,167.81,1,1,1,111,D
752,C10675,455,1,145.3,1,1,1,111,D
753,C10676,455,1,215.05,1,1,1,111,D
754,C10677,455,1,213.89000000000001,1,1,1,111,D
755,C10678,455,1,361.04,1,1,2,112,D
756,C10679,455,1,103.88,1,1,1,111,D
757,C1068,573,1,124.53,1,1,1,111,D
758,C10680,455,1,48.0,1,1,1,111,D
759,C10681,455,1,152.39,1,1,1,111,D
760,C10682,455,1,40.28,1,1,1,111,D
761,C10683,455,1,56.620000000000005,1,1,1,111,D
762,C10684,455,1,73.83,1,1,1,111,D
763,C10685,455,1,130.0,1,1,1,111,D
764,C10686,455,1,349.7,1,1,2,112,D
765,C10687,455,1,46.0,1,1,1,111,D
766,C10688,455,1,34.0,1,1,1,111,D
767,C10689,455,1,84.78999999999999,1,1,1,111,D
768,C1069,573,1,34.86,1,1,1,111,D
769,C10690,455,1,144.91,1,1,1,111,D
770,C10691,455,1,31.6,1,1,1,111,D
771,C10692,455,1,83.23,1,1,1,111,D
772,C10693,455,1,156.73000000000002,1,1,1,111,D
773,C10694,455,1,30.09,1,1,1,111,D
774,C10695,455,1,87.8,1,1,1,111,D
775,C10696,455,1,232.65,1,1,1,111,D
776,C10697,455,1,64.59,1,1,1,111,D
777,C10698,455,1,170.57999999999998,1,1,1,111,D
778,C10699,455,1,114.44,1,1,1,111,D
779,C107,692,1,126.25,1,1,1,111,D
780,C1070,573,1,69.03999999999999,1,1,1,111,D
781,C10700,455,1,56.69,1,1,1,111,D
782,C10701,455,1,145.65,1,1,1,111,D
783,C10702,455,1,46.69,1,1,1,111,D
784,C10703,455,1,65.0,1,1,1,111,D
785,C10704,292,2,133.57999999999998,2,2,1,221,D
786,C10705,455,1,86.15,1,1,1,111,D
787,C10706,455,1,159.76,1,1,1,111,D
788,C10707,455,1,661.63,1,1,2,112,D
789,C10708,455,1,227.62,1,1,1,111,D
790,C10709,455,1,633.88,1,1,2,112,D
791,C1071,573,1,152.35,1,1,1,111,D
792,C10710,455,1,132.26,1,1,1,111,D
793,C10711,455,1,112.11999999999999,1,1,1,111,D
794,C10712,455,1,35.089999999999996,1,1,1,111,D
795,C10713,455,1,34.68,1,1,1,111,D
796,C10714,455,1,106.97,1,1,1,111,D
797,C10715,455,1,97.05,1,1,1,111,D
798,C10716,455,1,161.23,1,1,1,111,D
799,C10717,455,1,83.12,1,1,1,111,D
800,C10718,455,1,33.17,1,1,1,111,D
801,C10719,180,2,327.49,2,2,2,222,B
802,C1072,573,1,80.56,1,1,1,111,D
803,C10720,455,1,296.60999999999996,1,1,1,111,D
804,C10721,455,1,1878.39,1,1,3,113,D
805,C10722,455,1,258.02,1,1,1,111,D
806,C10723,455,1,116.36000000000001,1,1,1,111,D
807,C10724,455,1,347.96999999999997,1,1,2,112,D
808,C10725,455,1,27.77,1,1,1,111,D
809,C10726,455,1,232.72000000000003,1,1,1,111,D
810,C10727,455,1,198.68,1,1,1,111,D
811,C10728,455,1,128.08,1,1,1,111,D
812,C10729,455,1,58.62,1,1,1,111,D
813,C1073,573,1,169.01,1,1,1,111,D
814,C10730,455,1,87.67,1,1,1,111,D
815,C10731,455,1,117.94,1,1,1,111,D
816,C10732,455,2,161.39,1,2,1,121,D
817,C10733,455,1,218.64000000000001,1,1,1,111,D
818,C10734,455,1,76.17,1,1,1,111,D
819,C10735,455,1,1061.52,1,1,2,112,D
820,C10736,455,1,123.0,1,1,1,111,D
821,C10737,455,1,367.2,1,1,2,112,D
822,C10738,455,1,182.52,1,1,1,111,D
823,C10739,455,1,60.0,1,1,1,111,D
824,C1074,573,1,230.57,1,1,1,111,D
825,C10740,455,1,67.6,1,1,1,111,D
826,C10741,455,1,368.91999999999996,1,1,2,112,D
827,C10742,455,1,63.1,1,1,1,111,D
828,C10743,455,1,175.77,1,1,1,111,D
829,C10744,455,1,177.27,1,1,1,111,D
830,C10745,455,1,162.25,1,1,1,111,D
831,C10746,455,1,43.089999999999996,1,1,1,111,D
832,C10747,455,1,155.45000000000002,1,1,1,111,D
833,C10748,455,1,165.67000000000002,1,1,1,111,D
834,C10749,454,1,223.39999999999998,1,1,1,111,D
835,C1075,572,1,454.8,1,1,2,112,D
836,C10750,454,1,182.37,1,1,1,111,D
837,C10751,454,1,131.42000000000002,1,1,1,111,D
838,C10752,454,1,115.44,1,1,1,111,D
839,C10753,454,1,71.14,1,1,1,111,D
840,C10754,454,1,77.57,1,1,1,111,D
841,C10755,454,1,283.34000000000003,1,1,1,111,D
842,C10756,454,1,386.47999999999996,1,1,2,112,D
843,C10757,454,1,81.19,1,1,1,111,D
844,C10758,454,1,64.1,1,1,1,111,D
845,C10759,148,2,208.64000000000001,3,2,1,321,C
846,C1076,572,1,33.71,1,1,1,111,D
847,C10760,454,1,127.6,1,1,1,111,D
848,C10761,454,1,29.47,1,1,1,111,D
849,C10762,454,1,100.95,1,1,1,111,D
850,C10763,454,1,420.07,1,1,2,112,D
851,C10764,454,1,33.17,1,1,1,111,D
852,C10765,454,1,84.49000000000001,1,1,1,111,D
853,C10766,454,1,177.89000000000001,1,1,1,111,D
854,C10767,454,1,106.87,1,1,1,111,D
855,C10768,454,1,116.44999999999999,1,1,1,111,D
856,C10769,454,1,103.36,1,1,1,111,D
857,C1077,572,1,125.18,1,1,1,111,D
858,C10770,454,1,1411.62,1,1,3,113,D
859,C10771,454,1,32.1,1,1,1,111,D
860,C10772,454,1,62.47,1,1,1,111,D
861,C10773,454,1,56.78,1,1,1,111,D
862,C10774,454,1,146.44,1,1,1,111,D
863,C10775,114,2,356.85,3,2,2,322,C
864,C10776,454,1,124.33000000000001,1,1,1,111,D
865,C10777,454,1,144.12,1,1,1,111,D
866,C10778,454,1,169.0,1,1,1,111,D
867,C10779,454,1,48.75,1,1,1,111,D
868,C1078,572,1,141.23,1,1,1,111,D
869,C10780,454,1,101.64,1,1,1,111,D
870,C10781,454,1,244.36,1,1,1,111,D
871,C10782,454,1,147.58,1,1,1,111,D
872,C10783,454,1,76.94,1,1,1,111,D
873,C10784,454,1,61.05,1,1,1,111,D
874,C10785,454,1,238.81,1,1,1,111,D
875,C10786,454,1,255.18,1,1,1,111,D
876,C10787,454,1,196.7,1,1,1,111,D
877,C10788,454,1,145.3,1,1,1,111,D
878,C10789,454,1,85.92,1,1,1,111,D
879,C1079,572,1,91.84,1,1,1,111,D
880,C10790,454,1,130.2,1,1,1,111,D
881,C10791,454,1,40.86,1,1,1,111,D
882,C10792,454,1,278.06,1,1,1,111,D
883,C10793,454,1,32.089999999999996,1,1,1,111,D
884,C10794,454,1,71.72,1,1,1,111,D
885,C10795,454,1,55.09,1,1,1,111,D
886,C10796,454,3,585.12,1,3,2,132,D
887,C10797,454,1,54.84,1,1,1,111,D
888,C10798,454,1,470.14,1,1,2,112,D
889,C10799,454,1,107.4,1,1,1,111,D
890,C108,692,1,534.98,1,1,2,112,D
891,C1080,572,1,28.64,1,1,1,111,D
892,C10800,454,1,50.05,1,1,1,111,D
893,C10801,454,1,19.77,1,1,1,111,D
894,C10802,454,1,43.0,1,1,1,111,D
895,C10803,454,1,82.73,1,1,1,111,D
896,C10804,454,1,65.0,1,1,1,111,D
897,C10805,454,1,45.1,1,1,1,111,D
898,C10806,454,1,617.94,1,1,2,112,D
899,C10807,454,1,53.09,1,1,1,111,D
900,C10808,454,1,276.08,1,1,1,111,D
901,C10809,454,1,237.94,1,1,1,111,D
902,C1081,572,1,64.26,1,1,1,111,D
903,C10810,454,1,108.75999999999999,1,1,1,111,D
904,C10811,454,1,919.06,1,1,2,112,D
905,C10812,454,1,64.2,1,1,1,111,D
906,C10813,454,1,53.919999999999995,1,1,1,111,D
907,C10814,454,1,44.239999999999995,1,1,1,111,D
908,C10815,454,1,165.0,1,1,1,111,D
909,C10816,454,1,40.77,1,1,1,111,D
910,C10817,454,1,84.23,1,1,1,111,D
911,C10818,454,1,181.82,1,1,1,111,D
912,C10819,454,1,147.15,1,1,1,111,D
913,C1082,572,1,39.42,1,1,1,111,D
914,C10820,454,1,42.5,1,1,1,111,D
915,C10821,454,1,84.59,1,1,1,111,D
916,C10822,454,1,75.07,1,1,1,111,D
917,C10823,454,1,102.03,1,1,1,111,D
918,C10824,454,1,102.86,1,1,1,111,D
919,C10825,454,1,29.85,1,1,1,111,D
920,C10826,454,1,109.5,1,1,1,111,D
921,C10827,454,1,84.62,1,1,1,111,D
922,C10828,337,2,85.71,2,2,1,221,D
923,C10829,277,2,223.81,2,2,1,221,D
924,C1083,572,1,328.90999999999997,1,1,2,112,D
925,C10830,454,1,561.66,1,1,2,112,D
926,C10831,454,1,87.71000000000001,1,1,1,111,D
927,C10832,454,1,53.0,1,1,1,111,D
928,C10833,454,1,108.44,1,1,1,111,D
929,C10834,454,1,86.99,1,1,1,111,D
930,C10835,454,1,49.0,1,1,1,111,D
931,C10836,454,1,146.35,1,1,1,111,D
932,C10837,454,1,213.76,1,1,1,111,D
933,C10838,454,1,265.40999999999997,1,1,1,111,D
934,C10839,454,1,110.74,1,1,1,111,D
935,C1084,572,1,63.519999999999996,1,1,1,111,D
936,C10840,454,1,257.11,1,1,1,111,D
937,C10841,454,1,223.60000000000002,1,1,1,111,D
938,C10842,454,1,245.35,1,1,1,111,D
939,C10843,454,1,52.28,1,1,1,111,D
940,C10844,454,1,43.269999999999996,1,1,1,111,D
941,C10845,454,1,64.0,1,1,1,111,D
942,C10846,454,2,170.68,1,2,1,121,D
943,C10847,454,1,120.87,1,1,1,111,D
944,C10848,454,1,123.01,1,1,1,111,D
945,C10849,454,2,93.56,1,2,1,121,D
946,C1085,572,1,69.54,1,1,1,111,D
947,C10850,454,1,58.269999999999996,1,1,1,111,D
948,C10851,454,1,195.32,1,1,1,111,D
949,C10852,454,1,148.06,1,1,1,111,D
950,C10853,454,1,112.91,1,1,1,111,D
951,C10854,454,1,122.98,1,1,1,111,D
952,C10855,454,1,1317.9,1,1,3,113,D
953,C10856,454,1,29.18,1,1,1,111,D
954,C10857,454,1,44.69,1,1,1,111,D
955,C10858,454,1,49.0,1,1,1,111,D
956,C10859,454,1,1184.55,1,1,3,113,D
957,C1086,572,1,120.14,1,1,1,111,D
958,C10860,454,1,44.0,1,1,1,111,D
959,C10861,454,1,91.96000000000001,1,1,1,111,D
960,C10862,454,1,343.87,1,1,2,112,D
961,C10863,454,1,608.88,1,1,2,112,D
962,C10864,454,1,147.25,1,1,1,111,D
963,C10865,454,1,470.02,1,1,2,112,D
964,C10866,454,1,228.79,1,1,1,111,D
965,C10867,454,1,1015.8,1,1,2,112,D
966,C10868,454,2,207.10000000000002,1,2,1,121,D
967,C10869,454,1,97.81,1,1,1,111,D
968,C1087,572,1,171.03,1,1,1,111,D
969,C10870,454,1,67.62,1,1,1,111,D
970,C10871,454,1,45.71,1,1,1,111,D
971,C10872,454,1,431.05,1,1,2,112,D
972,C10873,454,1,126.19,1,1,1,111,D
973,C10874,454,1,51.01,1,1,1,111,D
974,C10875,454,1,258.44,1,1,1,111,D
975,C10876,454,2,60.75,1,2,1,121,D
976,C10877,454,1,44.089999999999996,1,1,1,111,D
977,C10878,454,1,149.14000000000001,1,1,1,111,D
978,C10879,454,1,98.44,1,1,1,111,D
979,C1088,572,1,76.02,1,1,1,111,D
980,C10880,454,1,123.87,1,1,1,111,D
981,C10881,454,1,53.0,1,1,1,111,D
982,C10882,453,1,242.24,1,1,1,111,D
983,C10883,453,1,1537.04,1,1,3,113,D
984,C10884,453,1,216.07,1,1,1,111,D
985,C10885,453,1,137.98000000000002,1,1,1,111,D
986,C10886,453,1,122.62,1,1,1,111,D
987,C10887,453,1,48.08,1,1,1,111,D
988,C10888,453,1,38.53,1,1,1,111,D
989,C10889,453,2,280.33,1,2,1,121,D
990,C1089,572,1,125.8,1,1,1,111,D
991,C10890,453,1,279.38,1,1,1,111,D
992,C10891,453,1,26.77,1,1,1,111,D
993,C10892,453,1,45.78,1,1,1,111,D
994,C10893,453,1,100.33,1,1,1,111,D
995,C10894,453,1,316.58,1,1,2,112,D
996,C10895,453,1,48.09,1,1,1,111,D
997,C10896,453,1,82.73,1,1,1,111,D
998,C10897,453,1,31.089999999999996,1,1,1,111,D
999,C10898,453,1,756.91,1,1,2,112,D
1000,C10899,453,1,158.69,1,1,1,111,D
1001,C109,692,1,51.93,1,1,1,111,D
1002,C1090,572,1,48.25,1,1,1,111,D
1003,C10900,453,1,298.39,1,1,1,111,D
1004,C10901,453,1,164.79,1,1,1,111,D
1005,C10902,453,1,39.0,1,1,1,111,D
1006,C10903,453,1,54.0,1,1,1,111,D
1007,C10904,453,1,31.75,1,1,1,111,D
1008,C10905,453,1,75.07,1,1,1,111,D
1009,C10906,453,1,606.21,1,1,2,112,D
1010,C10907,453,1,81.89,1,1,1,111,D
1011,C10908,453,1,35.78,1,1,1,111,D
1012,C10909,453,1,54.79,1,1,1,111,D
1013,C1091,572,1,383.04999999999995,1,1,2,112,D
1014,C10910,453,1,31.6,1,1,1,111,D
1015,C10911,453,1,297.17,1,1,1,111,D
1016,C10912,453,1,92.25,1,1,1,111,D
1017,C10913,453,1,344.12,1,1,2,112,D
1018,C10914,453,1,117.15,1,1,1,111,D
1019,C10915,453,1,147.66,1,1,1,111,D
1020,C10916,453,2,98.04999999999998,1,2,1,121,D
1021,C10917,453,1,41.75,1,1,1,111,D
1022,C10918,453,1,195.0,1,1,1,111,D
1023,C10919,453,1,102.42,1,1,1,111,D
1024,C1092,193,2,264.63,2,2,1,221,D
1025,C10920,453,1,66.00999999999999,1,1,1,111,D
1026,C10921,453,1,34.68,1,1,1,111,D
1027,C10922,453,1,138.96,1,1,1,111,D
1028,C10923,453,1,21.75,1,1,1,111,D
1029,C10924,453,1,31.689999999999998,1,1,1,111,D
1030,C10925,453,1,60.730000000000004,1,1,1,111,D
1031,C10926,453,1,26.77,1,1,1,111,D
1032,C10927,453,1,77.72,1,1,1,111,D
1033,C10928,453,1,40.089999999999996,1,1,1,111,D
1034,C10929,453,2,216.8,1,2,1,121,D
1035,C1093,572,1,334.74,1,1,2,112,D
1036,C10930,453,1,48.0,1,1,1,111,D
1037,C10931,453,1,107.0,1,1,1,111,D
1038,C10932,453,1,123.01,1,1,1,111,D
1039,C10933,446,2,387.59000000000003,1,2,2,122,D
1040,C10934,453,1,165.65,1,1,1,111,D
1041,C10935,453,1,216.07,1,1,1,111,D
1042,C10936,453,1,114.84,1,1,1,111,D
1043,C10937,453,1,301.66999999999996,1,1,2,112,D
1044,C10938,453,1,111.89,1,1,1,111,D
1045,C10939,453,1,93.21000000000001,1,1,1,111,D
1046,C1094,572,1,53.510000000000005,1,1,1,111,D
1047,C10940,453,1,90.73,1,1,1,111,D
1048,C10941,94,2,542.8,3,2,2,322,C
1049,C10942,453,1,229.72,1,1,1,111,D
1050,C10943,453,1,42.589999999999996,1,1,1,111,D
1051,C10944,453,1,54.0,1,1,1,111,D
1052,C10945,453,1,152.61,1,1,1,111,D
1053,C10946,453,1,57.68,1,1,1,111,D
1054,C10947,453,1,54.1,1,1,1,111,D
1055,C10948,453,1,76.17999999999999,1,1,1,111,D
1056,C10949,169,3,190.95999999999998,3,3,1,331,C
1057,C1095,572,1,257.58000000000004,1,1,1,111,D
1058,C10950,453,1,2681.29,1,1,3,113,D
1059,C10951,453,1,191.46,1,1,1,111,D
1060,C10952,453,1,69.17,1,1,1,111,D
1061,C10953,453,1,82.82,1,1,1,111,D
1062,C10954,453,2,121.09,1,2,1,121,D
1063,C10955,453,1,54.1,1,1,1,111,D
1064,C10956,453,1,229.63,1,1,1,111,D
1065,C10957,453,1,94.99,1,1,1,111,D
1066,C10958,453,1,74.07,1,1,1,111,D
1067,C10959,401,2,188.79,1,2,1,121,D
1068,C1096,572,1,169.01,1,1,1,111,D
1069,C10960,453,1,109.31,1,1,1,111,D
1070,C10961,453,1,168.17000000000002,1,1,1,111,D
1071,C10962,453,2,209.66,1,2,1,121,D
1072,C10963,453,1,171.61,1,1,1,111,D
1073,C10964,453,1,143.57999999999998,1,1,1,111,D
1074,C10965,453,1,49.0,1,1,1,111,D
1075,C10966,453,1,105.28,1,1,1,111,D
1076,C10967,453,1,87.72999999999999,1,1,1,111,D
1077,C10968,453,1,67.77,1,1,1,111,D
1078,C10969,453,1,89.58,1,1,1,111,D
1079,C1097,572,1,113.86,1,1,1,111,D
1080,C10970,453,1,74.65,1,1,1,111,D
1081,C10971,453,1,112.42000000000002,1,1,1,111,D
1082,C10972,453,1,120.24,1,1,1,111,D
1083,C10973,452,2,153.76,1,2,1,121,D
1084,C10974,453,1,468.81,1,1,2,112,D
1085,C10975,453,1,45.5,1,1,1,111,D
1086,C10976,453,1,96.0,1,1,1,111,D
1087,C10977,453,1,164.26000000000002,1,1,1,111,D
1088,C10978,453,1,66.1,1,1,1,111,D
1089,C10979,453,1,189.07,1,1,1,111,D
1090,C1098,572,1,137.48000000000002,1,1,1,111,D
1091,C10980,453,1,132.01999999999998,1,1,1,111,D
1092,C10981,453,1,109.5,1,1,1,111,D
1093,C10982,453,1,44.5,1,1,1,111,D
1094,C10983,453,1,32.089999999999996,1,1,1,111,D
1095,C10984,453,1,99.55,1,1,1,111,D
1096,C10985,453,1,223.01,1,1,1,111,D
1097,C10986,453,1,61.59,1,1,1,111,D
1098,C10987,453,1,73.34,1,1,1,111,D
1099,C10988,453,1,211.81,1,1,1,111,D
1100,C10989,453,1,22.33,1,1,1,111,D
1101,C1099,572,1,72.71,1,1,1,111,D
1102,C10990,453,1,115.44,1,1,1,111,D
1103,C10991,453,1,126.19,1,1,1,111,D
1104,C10992,453,1,64.63,1,1,1,111,D
1105,C10993,453,1,171.84,1,1,1,111,D
1106,C10994,453,1,365.37,1,1,2,112,D
1107,C10995,453,1,90.56,1,1,1,111,D
1108,C10996,453,1,164.65,1,1,1,111,D
1109,C10997,453,1,67.53,1,1,1,111,D
1110,C10998,453,1,139.31,1,1,1,111,D
1111,C10999,453,1,178.36,1,1,1,111,D
1112,C11,694,1,237.45,1,1,1,111,D
1113,C110,692,1,144.94,1,1,1,111,D
1114,C1100,572,1,120.43,1,1,1,111,D
1115,C11000,453,1,161.54,1,1,1,111,D
1116,C11001,453,1,113.38,1,1,1,111,D
1117,C11002,453,1,418.03999999999996,1,1,2,112,D
1118,C11003,453,1,153.01,1,1,1,111,D
1119,C11004,452,1,148.15,1,1,1,111,D
1120,C11005,452,1,504.3,1,1,2,112,D
