,customer,inactive_days,number_of_orders,total_payment,cluster_r,cluster_f,cluster_m,rfm_segment,segment_index
16710,C25037,337,1,63.1,2,1,1,211,D
16711,C25038,337,1,546.03,2,1,2,212,D
16712,C25039,337,1,38.59,2,1,1,211,D
16713,C2504,548,1,38.86,1,1,1,111,D
16714,C25040,337,1,55.089999999999996,2,1,1,211,D
16715,C25041,337,1,126.12,2,1,1,211,D
16716,C25042,337,1,84.23,2,1,1,211,D
16717,C25043,337,1,133.14,2,1,1,211,D
16718,C25044,337,1,551.96,2,1,2,212,D
16719,C25045,337,1,129.32,2,1,1,211,D
16720,C25046,337,1,119.48,2,1,1,211,D
16721,C25047,337,1,111.09,2,1,1,211,D
16722,C25048,337,1,131.16,2,1,1,211,D
16723,C25049,337,1,187.70000000000002,2,1,1,211,D
16724,C2505,548,1,105.17,1,1,1,111,D
16725,C25050,337,1,120.47,2,1,1,211,D
16726,C25051,337,1,206.87,2,1,1,211,D
16727,C25052,337,1,167.45,2,1,1,211,D
16728,C25053,337,1,144.1,2,1,1,211,D
16729,C25054,337,1,96.0,2,1,1,211,D
16730,C25055,337,1,116.94,2,1,1,211,D
16731,C25056,337,1,57.68,2,1,1,211,D
16732,C25057,337,1,112.91,2,1,1,211,D
16733,C25058,337,1,138.65,2,1,1,211,D
16734,C25059,337,1,93.78,2,1,1,211,D
16735,C2506,548,1,25.509999999999998,1,1,1,111,D
16736,C25060,337,1,107.78,2,1,1,211,D
16737,C25061,337,1,192.75,2,1,1,211,D
16738,C25062,337,1,73.34,2,1,1,211,D
16739,C25063,337,1,85.52,2,1,1,211,D
16740,C25064,337,1,62.67,2,1,1,211,D
16741,C25065,337,1,127.92,2,1,1,211,D
16742,C25066,337,1,165.53,2,1,1,211,D
16743,C25067,337,1,105.01,2,1,1,211,D
16744,C25068,337,1,180.95,2,1,1,211,D
16745,C25069,337,1,176.88,2,1,1,211,D
16746,C2507,548,1,36.95,1,1,1,111,D
16747,C25070,337,2,113.49000000000001,2,2,1,221,D
16748,C25071,337,1,139.72,2,1,1,211,D
16749,C25072,337,1,124.4,2,1,1,211,D
16750,C25073,337,1,77.57,2,1,1,211,D
16751,C25074,337,1,331.66,2,1,2,212,D
16752,C25075,337,1,69.81,2,1,1,211,D
16753,C25076,337,1,469.39,2,1,2,212,D
16754,C25077,183,3,267.65999999999997,2,3,1,231,B
16755,C25078,337,2,162.14000000000001,2,2,1,221,D
16756,C25079,337,1,75.65,2,1,1,211,D
16757,C2508,548,1,208.59,1,1,1,111,D
16758,C25080,337,1,132.07999999999998,2,1,1,211,D
16759,C25081,337,1,190.3,2,1,1,211,D
16760,C25082,307,2,93.78,2,2,1,221,D
16761,C25083,337,1,68.13,2,1,1,211,D
16762,C25084,337,1,601.3,2,1,2,212,D
16763,C25085,337,1,20.68,2,1,1,211,D
16764,C25086,337,1,126.47,2,1,1,211,D
16765,C25087,337,1,104.28,2,1,1,211,D
16766,C25088,337,1,51.269999999999996,2,1,1,211,D
16767,C25089,337,1,31.85,2,1,1,211,D
16768,C2509,548,1,86.12,1,1,1,111,D
16769,C25090,337,1,188.94,2,1,1,211,D
16770,C25091,337,1,167.20000000000002,2,1,1,211,D
16771,C25092,337,1,166.60999999999999,2,1,1,211,D
16772,C25093,337,1,168.29000000000002,2,1,1,211,D
16773,C25094,337,1,90.85,2,1,1,211,D
16774,C25095,337,1,65.5,2,1,1,211,D
16775,C25096,337,1,147.96,2,1,1,211,D
16776,C25097,329,2,496.38,2,2,2,222,B
16777,C25098,337,1,35.85,2,1,1,211,D
16778,C25099,336,1,105.06,2,1,1,211,D
16779,C251,687,1,264.08,1,1,1,111,D
16780,C2510,548,1,138.62,1,1,1,111,D
16781,C25100,336,1,98.81,2,1,1,211,D
16782,C25101,336,1,147.34,2,1,1,211,D
16783,C25102,336,1,15.57,2,1,1,211,D
16784,C25103,336,1,413.59,2,1,2,212,D
16785,C25104,336,1,104.58,2,1,1,211,D
16786,C25105,336,1,230.73,2,1,1,211,D
16787,C25106,336,1,67.13,2,1,1,211,D
16788,C25107,336,1,117.16,2,1,1,211,D
16789,C25108,336,1,104.73,2,1,1,211,D
16790,C25109,336,1,151.65,2,1,1,211,D
16791,C2511,548,1,212.24,1,1,1,111,D
16792,C25110,336,1,82.48,2,1,1,211,D
16793,C25111,336,1,105.39,2,1,1,211,D
16794,C25112,336,1,110.0,2,1,1,211,D
16795,C25113,336,1,297.62,2,1,1,211,D
16796,C25114,336,1,68.89,2,1,1,211,D
16797,C25115,336,2,43.54,2,2,1,221,D
16798,C25116,336,1,26.68,2,1,1,211,D
16799,C25117,336,1,122.80000000000001,2,1,1,211,D
16800,C25118,336,1,27.68,2,1,1,211,D
16801,C25119,336,1,161.54000000000002,2,1,1,211,D
16802,C2512,548,1,81.78,1,1,1,111,D
16803,C25120,71,2,226.24,3,2,1,321,C
16804,C25121,336,1,53.0,2,1,1,211,D
16805,C25122,336,1,39.87,2,1,1,211,D
16806,C25123,336,1,177.44,2,1,1,211,D
16807,C25124,336,1,88.72999999999999,2,1,1,211,D
16808,C25125,336,1,287.38,2,1,1,211,D
16809,C25126,336,1,95.21000000000001,2,1,1,211,D
16810,C25127,336,1,236.04000000000002,2,1,1,211,D
16811,C25128,336,1,109.60000000000001,2,1,1,211,D
16812,C25129,336,1,48.69,2,1,1,211,D
16813,C2513,548,1,274.82,1,1,1,111,D
16814,C25130,336,1,71.14,2,1,1,211,D
16815,C25131,336,1,155.14,2,1,1,211,D
16816,C25132,301,2,2068.68,2,2,3,223,B
16817,C25133,336,1,51.1,2,1,1,211,D
16818,C25134,336,1,70.14,2,1,1,211,D
16819,C25135,112,2,540.72,3,2,2,322,C
16820,C25136,336,1,32.839999999999996,2,1,1,211,D
16821,C25137,336,2,343.53000000000003,2,2,2,222,B
16822,C25138,336,1,133.05,2,1,1,211,D
16823,C25139,336,1,34.089999999999996,2,1,1,211,D
16824,C2514,548,1,198.46,1,1,1,111,D
16825,C25140,336,1,75.38,2,1,1,211,D
16826,C25141,336,1,166.81,2,1,1,211,D
16827,C25142,336,1,72.28,2,1,1,211,D
16828,C25143,336,1,27.68,2,1,1,211,D
16829,C25144,336,1,32.0,2,1,1,211,D
16830,C25145,336,1,251.28,2,1,1,211,D
16831,C25146,336,1,221.57,2,1,1,211,D
16832,C25147,336,1,191.49,2,1,1,211,D
16833,C25148,336,1,114.44,2,1,1,211,D
16834,C25149,336,1,74.75999999999999,2,1,1,211,D
16835,C2515,548,1,28.72,1,1,1,111,D
16836,C25150,336,1,117.85000000000001,2,1,1,211,D
16837,C25151,336,1,76.64,2,1,1,211,D
16838,C25152,336,1,71.14,2,1,1,211,D
16839,C25153,336,1,69.73,2,1,1,211,D
16840,C25154,336,1,38.089999999999996,2,1,1,211,D
16841,C25155,336,1,46.01,2,1,1,211,D
16842,C25156,336,1,187.34,2,1,1,211,D
16843,C25157,336,1,238.7,2,1,1,211,D
16844,C25158,336,1,70.72,2,1,1,211,D
16845,C25159,336,1,284.23,2,1,1,211,D
16846,C2516,548,1,105.83,1,1,1,111,D
16847,C25160,336,1,86.74,2,1,1,211,D
16848,C25161,336,1,82.7,2,1,1,211,D
16849,C25162,336,1,64.11,2,1,1,211,D
16850,C25163,336,1,106.29,2,1,1,211,D
16851,C25164,336,1,41.629999999999995,2,1,1,211,D
16852,C25165,336,1,121.17999999999999,2,1,1,211,D
16853,C25166,336,1,52.0,2,1,1,211,D
16854,C25167,336,1,58.14,2,1,1,211,D
16855,C25168,336,1,60.629999999999995,2,1,1,211,D
16856,C25169,336,1,56.17,2,1,1,211,D
16857,C2517,548,1,145.59,1,1,1,111,D
16858,C25170,336,1,65.28,2,1,1,211,D
16859,C25171,336,1,89.17,2,1,1,211,D
16860,C25172,336,1,137.67,2,1,1,211,D
16861,C25173,336,1,288.13,2,1,1,211,D
16862,C25174,336,1,36.75,2,1,1,211,D
16863,C25175,336,1,916.02,2,1,2,212,D
16864,C25176,336,1,87.36,2,1,1,211,D
16865,C25177,336,1,87.17,2,1,1,211,D
16866,C25178,336,1,116.36000000000001,2,1,1,211,D
16867,C25179,336,1,63.01,2,1,1,211,D
16868,C2518,548,1,35.65,1,1,1,111,D
16869,C25180,336,1,217.55,2,1,1,211,D
16870,C25181,336,1,40.79,2,1,1,211,D
16871,C25182,336,1,66.63,2,1,1,211,D
16872,C25183,336,1,292.72,2,1,1,211,D
16873,C25184,336,1,421.2,2,1,2,212,D
16874,C25185,336,1,91.66000000000001,2,1,1,211,D
16875,C25186,336,1,51.79,2,1,1,211,D
16876,C25187,82,2,188.37,3,2,1,321,C
16877,C25188,336,1,73.34,2,1,1,211,D
16878,C25189,336,1,86.15,2,1,1,211,D
16879,C2519,548,1,93.97,1,1,1,111,D
16880,C25190,336,1,195.68,2,1,1,211,D
16881,C25191,336,1,188.5,2,1,1,211,D
16882,C25192,336,1,133.58,2,1,1,211,D
16883,C25193,336,1,67.6,2,1,1,211,D
16884,C25194,336,1,108.72,2,1,1,211,D
16885,C25195,336,1,72.38,2,1,1,211,D
16886,C25196,336,1,175.77,2,1,1,211,D
16887,C25197,336,1,31.0,2,1,1,211,D
16888,C25198,336,1,39.5,2,1,1,211,D
16889,C25199,336,1,99.35,2,1,1,211,D
16890,C252,687,1,112.52,1,1,1,111,D
16891,C2520,548,1,143.66,1,1,1,111,D
16892,C25200,336,1,116.36000000000001,2,1,1,211,D
16893,C25201,336,1,70.0,2,1,1,211,D
16894,C25202,336,1,91.78,2,1,1,211,D
16895,C25203,336,1,237.78,2,1,1,211,D
16896,C25204,336,1,84.05,2,1,1,211,D
16897,C25205,336,1,62.94,2,1,1,211,D
16898,C25206,336,1,185.98000000000002,2,1,1,211,D
16899,C25207,336,1,569.61,2,1,2,212,D
16900,C25208,336,1,1023.9,2,1,2,212,D
16901,C25209,336,1,86.73,2,1,1,211,D
16902,C2521,548,1,568.9,1,1,2,112,D
16903,C25210,336,1,205.37,2,1,1,211,D
16904,C25211,336,1,187.57,2,1,1,211,D
16905,C25212,336,1,217.64000000000001,2,1,1,211,D
16906,C25213,336,1,36.78,2,1,1,211,D
16907,C25214,336,1,124.52,2,1,1,211,D
16908,C25215,336,1,47.68,2,1,1,211,D
16909,C25216,336,2,465.41999999999996,2,2,2,222,B
16910,C25217,336,1,328.5,2,1,2,212,D
16911,C25218,336,1,225.03,2,1,1,211,D
16912,C25219,336,1,167.13,2,1,1,211,D
16913,C2522,548,1,18.69,1,1,1,111,D
16914,C25220,336,1,34.0,2,1,1,211,D
16915,C25221,336,1,83.64,2,1,1,211,D
16916,C25222,336,1,33.69,2,1,1,211,D
16917,C25223,336,1,73.83,2,1,1,211,D
16918,C25224,336,1,300.28000000000003,2,1,1,211,D
16919,C25225,336,1,40.089999999999996,2,1,1,211,D
16920,C25226,336,1,131.60999999999999,2,1,1,211,D
16921,C25227,336,1,125.53,2,1,1,211,D
16922,C25228,336,1,48.64,2,1,1,211,D
16923,C25229,336,1,184.85,2,1,1,211,D
16924,C2523,548,1,114.77000000000001,1,1,1,111,D
16925,C25230,336,1,126.48,2,1,1,211,D
16926,C25231,336,1,329.98,2,1,2,212,D
16927,C25232,336,1,455.7,2,1,2,212,D
16928,C25233,336,1,65.0,2,1,1,211,D
16929,C25234,336,1,56.37,2,1,1,211,D
16930,C25235,336,1,823.8299999999999,2,1,2,212,D
16931,C25236,336,1,155.65,2,1,1,211,D
16932,C25237,336,1,93.3,2,1,1,211,D
16933,C25238,336,1,28.619999999999997,2,1,1,211,D
16934,C25239,336,1,36.01,2,1,1,211,D
16935,C2524,548,1,121.72,1,1,1,111,D
16936,C25240,336,1,87.1,2,1,1,211,D
16937,C25241,336,1,321.48,2,1,2,212,D
16938,C25242,336,1,163.81,2,1,1,211,D
16939,C25243,336,1,56.129999999999995,2,1,1,211,D
16940,C25244,336,1,90.85,2,1,1,211,D
16941,C25245,336,1,270.36,2,1,1,211,D
16942,C25246,336,1,65.37,2,1,1,211,D
16943,C25247,336,1,130.56,2,1,1,211,D
16944,C25248,336,1,70.03999999999999,2,1,1,211,D
16945,C25249,336,1,175.82,2,1,1,211,D
16946,C2525,548,1,78.6,1,1,1,111,D
16947,C25250,336,1,44.239999999999995,2,1,1,211,D
16948,C25251,336,2,342.61,2,2,2,222,B
16949,C25252,336,1,89.10000000000001,2,1,1,211,D
16950,C25253,336,1,29.77,2,1,1,211,D
16951,C25254,336,1,96.22,2,1,1,211,D
16952,C25255,336,1,173.72,2,1,1,211,D
16953,C25256,336,1,217.78,2,1,1,211,D
16954,C25257,336,1,45.0,2,1,1,211,D
16955,C25258,336,1,105.87,2,1,1,211,D
16956,C25259,336,1,60.379999999999995,2,1,1,211,D
16957,C2526,548,1,51.019999999999996,1,1,1,111,D
16958,C25260,336,1,99.42999999999999,2,1,1,211,D
16959,C25261,335,1,88.34,2,1,1,211,D
16960,C25262,335,1,88.34,2,1,1,211,D
16961,C25263,335,1,63.1,2,1,1,211,D
16962,C25264,335,1,40.0,2,1,1,211,D
16963,C25265,335,1,27.68,2,1,1,211,D
16964,C25266,335,1,176.11,2,1,1,211,D
16965,C25267,335,1,43.78,2,1,1,211,D
16966,C25268,335,1,334.66999999999996,2,1,2,212,D
16967,C25269,335,1,150.14000000000001,2,1,1,211,D
16968,C2527,548,1,150.62,1,1,1,111,D
16969,C25270,335,1,198.41,2,1,1,211,D
16970,C25271,335,1,368.2,2,1,2,212,D
16971,C25272,335,2,83.86,2,2,1,221,D
16972,C25273,335,1,162.06,2,1,1,211,D
16973,C25274,335,1,296.86,2,1,1,211,D
16974,C25275,335,1,47.68,2,1,1,211,D
16975,C25276,335,1,174.47,2,1,1,211,D
16976,C25277,335,1,202.39999999999998,2,1,1,211,D
16977,C25278,335,1,80.19,2,1,1,211,D
16978,C25279,335,1,65.0,2,1,1,211,D
16979,C2528,548,1,48.480000000000004,1,1,1,111,D
16980,C25280,335,1,70.72,2,1,1,211,D
16981,C25281,335,1,24.71,2,1,1,211,D
16982,C25282,335,1,64.1,2,1,1,211,D
16983,C25283,335,1,161.01,2,1,1,211,D
16984,C25284,335,1,1640.6,2,1,3,213,B
16985,C25285,335,1,54.0,2,1,1,211,D
16986,C25286,229,3,171.56,2,3,1,231,B
16987,C25287,335,1,39.1,2,1,1,211,D
16988,C25288,317,2,788.16,2,2,2,222,B
16989,C25289,335,1,91.19,2,1,1,211,D
16990,C2529,548,1,80.36,1,1,1,111,D
16991,C25290,335,1,41.66,2,1,1,211,D
16992,C25291,335,1,28.41,2,1,1,211,D
16993,C25292,335,1,86.72999999999999,2,1,1,211,D
16994,C25293,335,1,226.5,2,1,1,211,D
16995,C25294,335,1,1038.34,2,1,2,212,D
16996,C25295,335,1,441.17,2,1,2,212,D
16997,C25296,335,1,92.57,2,1,1,211,D
16998,C25297,335,1,105.38,2,1,1,211,D
16999,C25298,335,1,95.99,2,1,1,211,D
17000,C25299,335,1,60.75,2,1,1,211,D
17001,C253,687,1,61.64,1,1,1,111,D
17002,C2530,547,1,53.730000000000004,1,1,1,111,D
17003,C25300,335,1,96.57,2,1,1,211,D
17004,C25301,335,2,158.87,2,2,1,221,D
17005,C25302,335,1,262.07,2,1,1,211,D
17006,C25303,335,1,421.03,2,1,2,212,D
17007,C25304,335,1,154.32,2,1,1,211,D
17008,C25305,335,1,155.14,2,1,1,211,D
17009,C25306,335,1,72.67,2,1,1,211,D
17010,C25307,335,1,165.75,2,1,1,211,D
17011,C25308,335,1,62.739999999999995,2,1,1,211,D
17012,C25309,335,1,31.75,2,1,1,211,D
17013,C2531,362,2,67.8,1,2,1,121,D
17014,C25310,335,1,167.13,2,1,1,211,D
17015,C25311,335,1,89.19,2,1,1,211,D
17016,C25312,335,1,176.32999999999998,2,1,1,211,D
17017,C25313,335,1,69.73,2,1,1,211,D
17018,C25314,335,1,99.42999999999999,2,1,1,211,D
17019,C25315,335,1,108.86000000000001,2,1,1,211,D
17020,C25316,335,1,107.78,2,1,1,211,D
17021,C25317,335,1,146.68,2,1,1,211,D
17022,C25318,335,1,162.24,2,1,1,211,D
17023,C25319,335,1,164.10000000000002,2,1,1,211,D
17024,C2532,547,1,1626.8300000000002,1,1,3,113,D
17025,C25320,335,1,48.18,2,1,1,211,D
17026,C25321,335,2,138.39,2,2,1,221,D
17027,C25322,335,1,420.46999999999997,2,1,2,212,D
17028,C25323,335,1,106.38,2,1,1,211,D
17029,C25324,335,1,178.85,2,1,1,211,D
17030,C25325,335,1,21.71,2,1,1,211,D
17031,C25326,335,2,135.74,2,2,1,221,D
17032,C25327,335,1,174.04000000000002,2,1,1,211,D
17033,C25328,335,1,192.45000000000002,2,1,1,211,D
17034,C25329,335,1,102.53,2,1,1,211,D
17035,C2533,547,1,396.90000000000003,1,1,2,112,D
17036,C25330,280,2,145.45999999999998,2,2,1,221,D
17037,C25331,335,1,44.089999999999996,2,1,1,211,D
17038,C25332,335,1,62.910000000000004,2,1,1,211,D
17039,C25333,335,1,58.59,2,1,1,211,D
17040,C25334,335,1,1507.56,2,1,3,213,B
17041,C25335,335,1,90.0,2,1,1,211,D
17042,C25336,335,1,67.6,2,1,1,211,D
17043,C25337,335,1,217.78,2,1,1,211,D
17044,C25338,335,1,55.1,2,1,1,211,D
17045,C25339,335,1,112.14,2,1,1,211,D
17046,C2534,547,1,361.98,1,1,2,112,D
17047,C25340,335,1,382.16,2,1,2,212,D
17048,C25341,335,1,412.52,2,1,2,212,D
17049,C25342,335,1,98.4,2,1,1,211,D
17050,C25343,335,1,116.94,2,1,1,211,D
17051,C25344,335,1,50.1,2,1,1,211,D
17052,C25345,335,1,73.76,2,1,1,211,D
17053,C25346,335,1,54.230000000000004,2,1,1,211,D
17054,C25347,335,1,59.01,2,1,1,211,D
17055,C25348,335,1,110.00999999999999,2,1,1,211,D
17056,C25349,335,1,168.29000000000002,2,1,1,211,D
17057,C2535,547,1,242.10000000000002,1,1,1,111,D
17058,C25350,335,1,48.79,2,1,1,211,D
17059,C25351,335,1,106.38,2,1,1,211,D
17060,C25352,335,1,298.2,2,1,1,211,D
17061,C25353,335,1,128.09,2,1,1,211,D
17062,C25354,335,1,64.51,2,1,1,211,D
17063,C25355,335,1,752.04,2,1,2,212,D
17064,C25356,335,1,155.65,2,1,1,211,D
17065,C25357,335,1,138.53,2,1,1,211,D
17066,C25358,335,1,68.02,2,1,1,211,D
17067,C25359,335,1,105.29,2,1,1,211,D
17068,C2536,547,1,231.25,1,1,1,111,D
17069,C25360,335,1,171.13,2,1,1,211,D
17070,C25361,335,1,172.69,2,1,1,211,D
17071,C25362,335,1,199.03,2,1,1,211,D
17072,C25363,335,1,388.44,2,1,2,212,D
17073,C25364,335,1,46.69,2,1,1,211,D
17074,C25365,335,1,593.62,2,1,2,212,D
17075,C25366,335,1,23.11,2,1,1,211,D
17076,C25367,335,1,54.11,2,1,1,211,D
17077,C25368,335,1,159.56,2,1,1,211,D
17078,C25369,335,1,172.95999999999998,2,1,1,211,D
17079,C2537,547,1,179.56,1,1,1,111,D
17080,C25370,335,1,118.8,2,1,1,211,D
17081,C25371,335,1,96.71000000000001,2,1,1,211,D
17082,C25372,335,1,50.1,2,1,1,211,D
17083,C25373,335,1,58.41,2,1,1,211,D
17084,C25374,335,1,168.66,2,1,1,211,D
17085,C25375,335,1,61.72,2,1,1,211,D
17086,C25376,335,1,40.0,2,1,1,211,D
17087,C25377,335,1,35.0,2,1,1,211,D
17088,C25378,335,1,175.77,2,1,1,211,D
17089,C25379,316,2,251.49,2,2,1,221,D
17090,C2538,547,1,72.5,1,1,1,111,D
17091,C25380,335,1,35.0,2,1,1,211,D
17092,C25381,335,1,344.55,2,1,2,212,D
17093,C25382,335,1,156.32,2,1,1,211,D
17094,C25383,335,1,828.22,2,1,2,212,D
17095,C25384,335,1,175.77,2,1,1,211,D
17096,C25385,335,1,414.54,2,1,2,212,D
17097,C25386,335,1,119.48,2,1,1,211,D
17098,C25387,335,1,96.7,2,1,1,211,D
17099,C25388,335,1,367.10999999999996,2,1,2,212,D
17100,C25389,334,1,54.11,2,1,1,211,D
17101,C2539,547,1,80.77,1,1,1,111,D
17102,C25390,334,1,141.89,2,1,1,211,D
17103,C25391,334,1,285.85,2,1,1,211,D
17104,C25392,334,1,386.79,2,1,2,212,D
17105,C25393,334,1,43.1,2,1,1,211,D
17106,C25394,334,1,52.26,2,1,1,211,D
17107,C25395,334,1,74.18,2,1,1,211,D
17108,C25396,334,1,92.67,2,1,1,211,D
17109,C25397,334,1,97.38,2,1,1,211,D
17110,C25398,334,1,50.1,2,1,1,211,D
17111,C25399,334,1,1635.64,2,1,3,213,B
17112,C254,687,1,80.94,1,1,1,111,D
17113,C2540,547,1,34.42,1,1,1,111,D
17114,C25400,334,1,204.35,2,1,1,211,D
17115,C25401,334,1,574.7,2,1,2,212,D
17116,C25402,334,1,33.35,2,1,1,211,D
17117,C25403,334,1,131.44,2,1,1,211,D
17118,C25404,334,1,230.19,2,1,1,211,D
17119,C25405,334,1,1761.6399999999999,2,1,3,213,B
17120,C25406,334,1,98.7,2,1,1,211,D
17121,C25407,334,1,118.25,2,1,1,211,D
17122,C25408,334,1,82.60000000000001,2,1,1,211,D
17123,C25409,334,1,59.01,2,1,1,211,D
17124,C2541,547,1,76.02,1,1,1,111,D
17125,C25410,334,1,262.12,2,1,1,211,D
17126,C25411,82,2,166.01999999999998,3,2,1,321,C
17127,C25412,334,1,114.03,2,1,1,211,D
17128,C25413,334,1,80.88,2,1,1,211,D
17129,C25414,334,1,125.50999999999999,2,1,1,211,D
17130,C25415,334,1,42.92,2,1,1,211,D
17131,C25416,334,1,39.85,2,1,1,211,D
17132,C25417,334,1,176.24,2,1,1,211,D
17133,C25418,334,1,36.78,2,1,1,211,D
17134,C25419,334,1,262.16,2,1,1,211,D
17135,C2542,547,1,64.42,1,1,1,111,D
17136,C25420,334,1,76.19,2,1,1,211,D
17137,C25421,334,1,33.68,2,1,1,211,D
17138,C25422,334,1,137.2,2,1,1,211,D
17139,C25423,334,1,40.089999999999996,2,1,1,211,D
17140,C25424,334,1,58.589999999999996,2,1,1,211,D
17141,C25425,334,1,476.87,2,1,2,212,D
17142,C25426,334,1,221.79000000000002,2,1,1,211,D
17143,C25427,334,1,276.57,2,1,1,211,D
17144,C25428,334,1,56.78,2,1,1,211,D
17145,C25429,334,1,114.45,2,1,1,211,D
17146,C2543,547,1,116.24000000000001,1,1,1,111,D
17147,C25430,334,1,293.75,2,1,1,211,D
17148,C25431,334,1,90.75,2,1,1,211,D
17149,C25432,334,1,61.730000000000004,2,1,1,211,D
17150,C25433,334,1,43.1,2,1,1,211,D
17151,C25434,334,1,67.0,2,1,1,211,D
17152,C25435,334,1,31.75,2,1,1,211,D
17153,C25436,334,1,174.86,2,1,1,211,D
17154,C25437,334,2,488.58,2,2,2,222,B
17155,C25438,334,1,264.49,2,1,1,211,D
17156,C25439,334,1,135.64,2,1,1,211,D
17157,C2544,547,1,120.85000000000001,1,1,1,111,D
17158,C25440,334,1,189.42000000000002,2,1,1,211,D
17159,C25441,334,1,51.379999999999995,2,1,1,211,D
17160,C25442,334,1,38.0,2,1,1,211,D
17161,C25443,334,1,66.82,2,1,1,211,D
17162,C25444,334,1,60.1,2,1,1,211,D
17163,C25445,187,2,193.65,2,2,1,221,D
17164,C25446,334,1,319.8,2,1,2,212,D
17165,C25447,334,1,77.57,2,1,1,211,D
17166,C25448,334,1,63.37,2,1,1,211,D
17167,C25449,334,1,95.75999999999999,2,1,1,211,D
17168,C2545,547,1,46.989999999999995,1,1,1,111,D
17169,C25450,334,1,39.1,2,1,1,211,D
17170,C25451,334,1,92.27,2,1,1,211,D
17171,C25452,334,1,232.43,2,1,1,211,D
17172,C25453,334,2,551.25,2,2,2,222,B
17173,C25454,334,1,86.15,2,1,1,211,D
17174,C25455,334,1,45.0,2,1,1,211,D
17175,C25456,334,1,94.56,2,1,1,211,D
17176,C25457,334,1,147.34,2,1,1,211,D
17177,C25458,334,1,61.0,2,1,1,211,D
17178,C25459,334,1,68.89,2,1,1,211,D
17179,C2546,547,1,87.22,1,1,1,111,D
17180,C25460,334,1,98.7,2,1,1,211,D
17181,C25461,334,1,343.71,2,1,2,212,D
17182,C25462,334,1,173.84,2,1,1,211,D
17183,C25463,334,1,77.57,2,1,1,211,D
17184,C25464,334,1,41.11,2,1,1,211,D
17185,C25465,334,1,86.56,2,1,1,211,D
17186,C25466,334,2,463.93,2,2,2,222,B
17187,C25467,334,1,47.53,2,1,1,211,D
17188,C25468,334,1,45.0,2,1,1,211,D
17189,C25469,334,1,195.92000000000002,2,1,1,211,D
17190,C2547,547,1,381.51,1,1,2,112,D
17191,C25470,334,1,34.1,2,1,1,211,D
17192,C25471,334,1,32.379999999999995,2,1,1,211,D
17193,C25472,334,1,69.73,2,1,1,211,D
17194,C25473,334,1,41.71,2,1,1,211,D
17195,C25474,334,1,85.38,2,1,1,211,D
17196,C25475,334,1,193.98,2,1,1,211,D
17197,C25476,334,1,319.37,2,1,2,212,D
17198,C25477,334,1,58.08,2,1,1,211,D
17199,C25478,334,1,136.6,2,1,1,211,D
17200,C25479,334,2,193.83,2,2,1,221,D
17201,C2548,547,1,58.39,1,1,1,111,D
17202,C25480,334,1,33.44,2,1,1,211,D
17203,C25481,334,1,75.07,2,1,1,211,D
17204,C25482,334,1,126.22,2,1,1,211,D
17205,C25483,334,1,147.34,2,1,1,211,D
17206,C25484,334,1,77.57,2,1,1,211,D
17207,C25485,169,3,133.35000000000002,3,3,1,331,C
17208,C25486,334,1,277.08,2,1,1,211,D
17209,C25487,334,1,113.42999999999999,2,1,1,211,D
17210,C25488,334,1,77.57,2,1,1,211,D
17211,C25489,334,1,62.589999999999996,2,1,1,211,D
17212,C2549,547,1,151.51,1,1,1,111,D
17213,C25490,334,1,86.15,2,1,1,211,D
17214,C25491,334,1,65.11,2,1,1,211,D
17215,C25492,334,1,100.73,2,1,1,211,D
17216,C25493,334,1,94.21000000000001,2,1,1,211,D
17217,C25494,334,1,1916.96,2,1,3,213,B
17218,C25495,334,1,31.75,2,1,1,211,D
17219,C25496,334,1,56.01,2,1,1,211,D
17220,C25497,334,1,921.05,2,1,2,212,D
17221,C25498,334,1,86.15,2,1,1,211,D
17222,C25499,334,1,351.96,2,1,2,212,D
17223,C255,687,2,180.82,1,2,1,121,D
17224,C2550,547,1,18.76,1,1,1,111,D
17225,C25500,334,1,64.9,2,1,1,211,D
17226,C25501,334,1,128.31,2,1,1,211,D
17227,C25502,334,1,75.17,2,1,1,211,D
17228,C25503,334,1,132.03,2,1,1,211,D
17229,C25504,334,1,61.730000000000004,2,1,1,211,D
17230,C25505,334,1,79.33,2,1,1,211,D
17231,C25506,334,1,46.85,2,1,1,211,D
17232,C25507,334,1,115.44,2,1,1,211,D
17233,C25508,334,1,179.38,2,1,1,211,D
17234,C25509,334,1,149.05,2,1,1,211,D
17235,C2551,547,1,32.96,1,1,1,111,D
17236,C25510,333,1,88.68,2,1,1,211,D
17237,C25512,333,1,40.089999999999996,2,1,1,211,D
17238,C25513,333,1,422.15999999999997,2,1,2,212,D
17239,C25514,333,1,58.589999999999996,2,1,1,211,D
17240,C25515,333,1,200.21,2,1,1,211,D
17241,C25516,333,1,67.76,2,1,1,211,D
17242,C25517,333,1,348.07,2,1,2,212,D
17243,C25518,333,1,115.15,2,1,1,211,D
17244,C25519,333,2,61.989999999999995,2,2,1,221,D
17245,C2552,547,1,89.56,1,1,1,111,D
17246,C25520,333,1,455.82,2,1,2,212,D
17247,C25521,333,1,44.0,2,1,1,211,D
17248,C25522,333,1,69.73,2,1,1,211,D
17249,C25523,333,1,217.64000000000001,2,1,1,211,D
17250,C25524,333,1,210.6,2,1,1,211,D
17251,C25525,333,1,56.78,2,1,1,211,D
